size,type,weight,dist_f_ch,dist_ch_s,time_sec,bench_free,priority
small,gold,14.739584145156513,4,26,586,2,4
small,gold,11.424083274123944,4,11,11009,4,4
big,gold,6.089721013423041,14,13,910,2,4
big,iron,9.522634889539667,26,15,14146,0,5
small,iron,6.131775697678191,41,30,6357,1,3
big,iron,14.438889122249515,50,22,16777,5,1
big,iron,15.007804120244923,41,23,8721,4,1
small,iron,18.421459504921042,28,12,11791,2,2
small,iron,9.292445170255842,8,12,3497,5,1
small,gold,7.642469839909497,14,27,12506,0,5
small,iron,12.118863314822761,25,17,9818,0,5
big,gold,17.216180057620967,48,12,1715,9,1
small,gold,13.487511142362015,54,14,13188,7,1
small,gold,19.159581641037786,3,27,1078,3,2
big,iron,6.331124232107067,56,5,18325,2,4
small,iron,15.788961780282337,22,29,5195,8,1
big,iron,14.94636109342838,37,19,9196,3,4
big,iron,8.651144283564122,41,14,10970,2,4
small,gold,8.118769854781052,23,11,12733,2,5
big,iron,10.73031004252676,9,5,17936,2,5
small,iron,9.837825455231895,12,27,9921,3,2
small,iron,10.02467718855332,51,10,3472,3,1
small,iron,15.833119352655,40,6,18892,4,2
big,gold,6.35459824706397,24,24,18799,2,5
big,gold,16.224911298881576,59,21,7984,2,3
big,iron,12.491196243638186,23,6,5284,3,4
small,gold,7.609769041851177,45,15,14496,3,3
big,iron,15.041985429807825,57,27,16392,1,1
big,iron,10.606700516465414,22,9,2145,0,3
big,gold,6.994083623384767,8,20,5704,1,5
small,iron,13.81732208294996,27,20,5700,0,3
small,iron,9.79906847599446,26,25,8100,0,3
small,gold,9.253737866498348,33,9,11670,10,1
small,gold,12.166790615697852,31,24,14052,4,4
big,iron,12.79787261006652,38,4,16741,0,5
big,gold,15.542913438773121,5,24,17644,3,5
big,iron,12.382639826434712,52,4,8095,1,5
big,gold,13.002666997034869,19,4,4916,5,3
small,iron,13.556648419181071,47,6,1310,2,3
big,gold,18.90897689967996,32,23,15444,1,3
big,gold,6.518804919077913,20,26,4758,3,4
big,gold,14.95096201048248,56,22,19870,2,4
big,iron,5.560579940481804,16,29,6619,1,4
small,gold,8.886687607557658,28,20,7988,1,4
big,iron,16.864040628539037,18,30,14513,0,3
big,gold,10.420599019130155,34,27,1954,7,2
big,gold,5.400461795090217,6,22,4987,10,3
small,gold,12.70004076615313,41,18,11423,4,4
big,gold,11.56602784596271,1,17,9334,2,5
big,iron,18.90254455963637,8,19,4765,2,5
big,iron,19.133245948047676,60,11,6913,0,1
big,iron,9.181991566596418,8,17,1848,4,3
big,iron,17.30471382795897,19,5,17471,0,4
big,iron,12.721016641491286,29,24,12077,4,3
small,iron,13.102507190421843,30,30,17776,5,1
small,gold,6.711947195458352,38,29,7036,1,3
small,gold,17.547902559165276,5,23,16072,4,5
big,iron,14.089297619175685,19,20,6050,3,3
small,gold,19.32796139379022,26,16,7188,2,4
small,gold,16.743543646885133,4,13,18200,4,5
big,gold,11.999320509644114,0,9,7517,4,5
small,gold,17.85915786312305,46,17,2204,1,3
small,iron,9.773240043140527,54,23,12423,4,2
small,iron,17.944669990281724,42,29,8930,3,1
big,iron,6.737826503653824,58,19,17419,1,2
small,gold,10.047897619752108,55,8,14269,8,1
big,iron,18.023652047223404,58,19,16704,3,1
small,gold,5.359529981467287,48,28,12411,1,3
big,gold,18.02881722197134,11,16,2640,1,5
small,gold,5.601309223895753,45,26,12816,3,2
big,iron,14.883435407542741,49,26,11718,0,4
small,gold,14.57180216243992,31,13,16100,2,5
small,iron,5.863027543994305,21,24,402,2,3
small,iron,17.573233389017396,57,27,6786,4,1
small,gold,6.288794060701214,40,8,3086,1,4
small,gold,17.770573966443056,41,24,9042,3,1
small,iron,19.74693511562221,56,16,19989,3,1
big,gold,15.08181578837739,6,29,6574,2,5
big,iron,18.954028177189752,33,28,683,5,1
small,gold,14.379807325404755,47,17,5123,1,4
big,gold,19.71568559560775,24,21,14808,2,4
small,gold,16.952626881143285,13,23,7326,0,4
small,gold,15.189168413244472,31,11,4004,4,1
small,iron,19.833626793697135,49,13,6749,0,1
small,iron,12.2578542359986,37,22,13912,5,1
small,gold,12.254975968085578,60,14,8465,2,2
small,iron,17.774593575459956,33,7,5672,4,2
big,iron,15.114343122893178,7,8,17131,0,3
small,iron,7.163178641276631,8,12,10086,3,4
big,iron,9.619596712334886,4,19,6973,1,5
big,iron,13.77057997084278,44,21,17059,2,3
small,gold,5.2401128759667355,47,4,8887,3,5
big,iron,12.655923915307557,0,11,4109,2,5
small,iron,8.509062739751805,48,28,8621,3,2
small,gold,8.551953764483924,40,8,15710,4,4
small,gold,18.430076304312674,41,12,5664,0,3
big,iron,9.232796336393328,25,21,3740,2,4
small,gold,18.473620336804586,28,20,9627,3,2
big,gold,13.005809950738746,0,29,17925,3,5
big,iron,18.917988798234184,52,30,17337,0,1
small,iron,15.938366918889225,43,13,17615,1,1
big,gold,11.21032533663818,40,15,5507,2,4
big,gold,5.527798891670657,58,10,16932,3,3
big,gold,18.374672465520362,52,5,9735,10,1
small,gold,15.610099490940176,12,25,6628,2,4
big,gold,7.021401859011283,20,14,9663,3,5
small,gold,19.027289478784535,16,22,14352,1,4
big,iron,12.32927666491554,20,30,13849,0,3
small,gold,5.443196677308098,6,19,15706,2,5
small,iron,9.43813971588827,37,29,10010,3,3
big,iron,17.897052566489172,7,16,3832,0,3
big,iron,11.286719568603248,41,22,4530,4,1
big,iron,17.11674985277657,58,21,4226,1,2
big,gold,11.041566278521042,8,22,7371,1,5
small,iron,7.009247372438543,17,30,2394,2,5
small,gold,7.919304986076831,9,17,3475,5,4
small,iron,18.21809556920706,48,18,13005,3,1
big,iron,7.718568029892861,50,17,1755,2,3
big,iron,19.031677345781823,39,25,11528,4,3
small,iron,9.328121251263997,35,18,3274,0,3
small,iron,19.574553519403928,31,9,4698,2,1
small,gold,6.452509423142824,13,14,1973,3,4
big,gold,13.225902483583095,37,4,11516,2,5
big,gold,5.533738369803915,20,26,1837,4,3
small,gold,8.848880144138118,23,18,18729,4,5
small,iron,17.830339720108014,49,28,2831,2,1
small,gold,7.805098120431767,54,18,7082,5,1
small,iron,18.372885929295208,12,27,7487,5,1
small,gold,13.847107689099685,39,26,2341,2,4
small,iron,15.898700078000575,36,11,2857,5,1
big,iron,10.391205501840805,57,20,9931,3,1
big,gold,19.773486141046845,31,9,9746,0,3
small,gold,17.398642566662218,24,13,8504,1,4
big,gold,18.676144345765575,58,30,5122,0,2
small,gold,7.187501144238608,57,17,19628,1,5
big,gold,9.002113399679361,46,8,16752,3,4
big,gold,17.614903006073757,57,30,6849,0,1
big,iron,15.042714054648677,43,14,2312,3,2
big,iron,10.772704249697927,20,23,8006,2,3
small,iron,11.965525679573034,45,5,14312,3,2
big,gold,11.578060811574911,60,7,16435,3,3
big,iron,13.367771084888435,57,9,1460,1,1
small,gold,12.335489575049229,46,29,4449,6,1
small,iron,11.820831446513177,15,15,19379,5,2
big,gold,9.915286404079566,47,27,7260,1,5
small,iron,11.73297919219138,2,5,14233,1,4
small,gold,7.662082247979337,38,22,15905,3,5
big,gold,7.8629989753267395,17,19,17251,4,5
big,gold,15.324324760014614,9,12,19643,3,5
small,iron,19.468563650604963,55,15,1842,4,1
small,gold,8.185859309794365,45,12,6607,0,4
big,gold,18.694113916624783,42,15,12189,0,5
big,iron,14.383565904438722,37,17,2590,4,1
small,iron,19.29235462719021,9,24,140,1,3
big,iron,10.92880102559544,32,27,10731,0,3
big,iron,15.35467516598214,20,14,7419,1,4
big,gold,13.157862695255691,60,26,3323,2,3
small,iron,19.662412208471068,36,5,19648,5,2
small,iron,5.907428920718601,52,15,9343,4,1
big,iron,5.881235776963541,9,22,7321,3,3
big,iron,17.96213740890331,17,27,18852,10,1
big,gold,5.802445518179405,36,22,11508,5,3
small,iron,18.610537505694342,59,15,4913,1,1
small,gold,6.410279822632473,4,17,10334,2,5
small,iron,6.686444545256226,7,14,15440,5,4
big,gold,9.961445369977111,44,4,6244,2,5
small,iron,15.901609303142358,6,24,5182,2,3
big,gold,13.654578445977835,18,29,1163,5,2
big,gold,18.634334819527204,40,16,11286,3,4
small,iron,14.444560815109817,26,12,17413,2,4
big,gold,13.935494170335668,46,26,1423,5,1
big,iron,13.555568524959101,0,12,13321,4,4
big,iron,11.090832155713459,39,25,2183,2,3
small,iron,14.58772551943015,39,8,19542,2,4
big,iron,19.595750838747524,16,4,3522,0,2
big,iron,19.582187010756673,41,21,12364,0,1
big,gold,6.66316951605872,26,26,19964,5,4
small,iron,11.833592790389448,53,20,2120,0,1
small,iron,13.885020964369733,46,17,10506,5,1
big,gold,15.738875718888773,44,27,8862,1,1
big,gold,9.507785828452999,32,21,668,3,3
small,gold,19.744026920389224,41,20,5293,4,1
small,iron,11.228872926380486,8,4,13673,5,5
big,iron,9.280469663278227,25,11,18730,2,5
big,iron,16.701065707678747,22,6,14440,5,4
big,iron,13.820751995029742,4,25,4245,2,4
big,iron,18.56810032078495,49,7,11812,5,2
big,gold,6.5955007338904545,39,11,8894,0,3
small,iron,5.820037827713648,20,13,6835,1,3
big,gold,19.147189575176625,1,28,18900,3,5
small,iron,11.689851702883328,59,17,3144,4,1
big,gold,8.242345371878937,40,6,1729,4,3
small,gold,16.146367448105316,49,10,4757,3,2
big,iron,19.961679059055808,4,15,14894,3,3
big,gold,19.981147953424852,55,15,7407,3,1
small,iron,19.447624598752384,3,30,12833,5,1
small,iron,7.348955203130041,55,25,8510,0,2
big,gold,17.754908584894917,34,24,8639,0,3
small,iron,6.863157982998528,53,30,5290,3,1
big,iron,10.352319662675201,56,13,2021,0,1
small,iron,7.674912984185659,53,18,5279,1,1
small,gold,10.340311855098529,44,24,16749,3,4
big,iron,8.719333874394566,6,26,19601,1,5
big,iron,18.452066619101856,42,4,546,1,2
big,gold,19.81611279476713,32,13,10837,2,5
small,gold,7.60692017376382,48,4,15699,4,4
small,iron,6.945011403388845,59,7,13132,2,5
big,gold,7.46560173483234,28,14,12089,4,4
small,iron,13.485326677971576,16,16,8371,1,4
small,iron,18.23120897801163,44,29,3855,1,2
big,gold,16.182510491737098,14,13,3132,0,4
big,iron,11.33085226937611,29,19,11214,5,3
big,gold,19.385814359143644,42,24,12731,3,4
small,iron,13.078133669152846,57,6,13880,0,1
small,iron,16.772554258127332,44,22,9377,1,3
small,gold,12.499879868302491,43,19,7764,4,3
small,gold,14.993601189246743,31,25,16921,2,4
big,gold,10.645814978018718,18,28,16013,2,5
big,gold,5.788262163633272,51,16,2739,0,1
small,iron,14.18925560623464,22,19,19127,4,4
big,gold,9.332813872864469,13,8,1582,1,5
small,iron,13.259551801220292,39,11,14855,0,2
small,iron,14.771204303062405,55,14,15145,4,1
big,gold,11.775685709683092,28,30,42,5,2
small,gold,7.35601242719726,22,18,9849,3,3
big,gold,17.07769648612416,9,29,6841,5,4
big,gold,7.586807791404459,49,11,226,2,4
big,gold,6.939866018971241,38,16,18256,3,5
big,gold,9.760351865175604,10,12,11296,2,5
small,iron,5.873048924288619,37,26,6761,3,1
small,gold,10.29835388445031,22,20,1648,5,2
small,iron,16.36381854150664,1,12,3801,6,1
small,gold,16.854530872384228,39,8,8660,0,3
big,gold,11.85082535275623,23,9,2880,6,2
big,iron,7.754519124925946,12,28,2273,2,3
big,iron,19.606157258232713,44,16,16030,3,3
big,gold,17.357299042873386,12,24,454,3,3
big,iron,5.078616345430886,11,28,4871,3,3
big,gold,14.105201878969499,11,20,5098,5,4
small,gold,19.178800959615057,51,24,9153,5,1
big,gold,18.93819975013491,26,12,15196,5,3
big,gold,10.991468169523586,34,30,10060,3,4
big,iron,14.17031176260823,50,18,2232,1,4
big,iron,14.244968262439485,24,25,19252,1,5
big,gold,15.949975697899536,16,18,15899,5,3
small,gold,19.122461328585324,60,25,12951,5,1
big,iron,11.99685122354856,37,30,14542,0,3
big,gold,5.925857307851529,38,26,19193,1,5
small,iron,15.829647133672093,18,12,16065,4,2
small,iron,19.191971896373346,56,5,4175,0,3
small,iron,18.058756898714336,20,16,11166,0,2
big,iron,5.367486739017604,60,23,17217,5,1
small,gold,18.239432544215195,37,26,12696,0,1
small,gold,7.209318909299198,28,6,4117,1,5
big,iron,19.682390205203223,43,18,8130,10,1
big,gold,16.119398040930527,22,17,5524,0,3
small,iron,6.892303553712063,50,19,9605,4,1
big,iron,6.511539998107053,52,16,19568,3,3
small,iron,9.168207389038274,6,26,6767,3,2
small,gold,8.44181579363553,0,24,9900,4,4
small,gold,5.06041172917423,4,8,19146,0,5
big,iron,18.355216699795395,28,29,7219,0,3
small,gold,6.897083203423334,40,21,19990,2,5
small,iron,19.84050414252,39,8,13056,2,2
big,gold,8.958824073706014,15,18,575,5,3
small,gold,13.616794683379126,49,29,15587,0,4
big,iron,15.475752114819088,5,9,6532,2,4
big,iron,9.517726406688887,41,23,9067,4,2
small,gold,11.839526066039923,28,25,2526,1,3
big,gold,16.593998135958053,1,20,16720,2,5
big,gold,5.96929462735959,52,18,5602,1,3
small,iron,10.42548529040884,41,23,12812,0,3
big,gold,16.84977349622074,33,16,1018,3,3
small,iron,9.97952328670442,39,9,17182,10,2
small,iron,5.889022483202968,19,5,14426,2,5
small,iron,7.8162758916349,0,5,18977,6,4
small,gold,15.156595807089673,23,21,12878,4,3
small,gold,19.512099854827678,18,9,12823,5,3
big,gold,8.431806691966997,42,11,14788,4,4
small,iron,12.762931240982331,28,13,14242,5,3
big,gold,8.607653406429282,58,20,19559,4,5
small,iron,18.84961008989929,38,15,1609,10,1
small,gold,18.501677650737342,41,26,9787,5,2
big,iron,10.86805332979805,41,7,15889,4,3
big,iron,5.555920417480741,17,7,3448,2,4
small,gold,14.11292008687967,33,24,19511,1,4
big,gold,14.41595195458095,55,13,12209,3,2
big,iron,14.266086300156443,60,18,9448,4,1
small,gold,9.440084978740327,19,20,1721,4,3
small,iron,5.358471527501369,41,21,8120,3,2
big,gold,5.482337172772774,4,23,19219,0,5
small,gold,16.683853170707312,10,6,13984,1,5
big,gold,12.966553504467385,25,10,14498,3,4
small,gold,9.067737178910482,44,17,4240,2,3
big,iron,18.717941789503413,11,8,7857,2,4
small,gold,18.26488272711324,13,27,2350,1,5
small,iron,17.242289886967587,43,12,15341,0,2
big,gold,14.327259306481107,10,27,18560,2,5
big,gold,14.224668038804957,4,16,8063,2,4
small,iron,12.96137724418374,38,22,1347,4,1
big,iron,7.748038686958381,30,30,18430,0,3
small,iron,15.90985489098663,31,20,13909,2,2
big,iron,12.81109828378427,33,12,9572,9,1
small,iron,13.190098914439487,57,28,6029,1,1
small,gold,15.32635354019899,57,7,5957,3,1
big,gold,10.580188634737475,35,6,211,0,5
small,gold,15.565844521060862,40,5,13265,3,3
small,gold,8.722561252103496,31,5,4775,5,2
big,gold,17.982326066180963,22,12,3410,2,5
small,gold,19.791070761519705,8,23,16582,2,4
small,iron,13.877555526504706,39,22,4649,4,1
small,iron,10.724098300712795,52,13,407,2,1
small,gold,9.324979529935606,42,27,9431,2,3
big,iron,18.390871329864176,19,7,4255,4,4
small,iron,9.900551778187431,37,14,14310,1,2
big,iron,17.210833727463495,25,29,14748,5,2
big,gold,11.128695530582082,59,28,8331,1,1
small,iron,18.195621911257057,30,4,19662,5,2
big,iron,11.477498629149386,28,13,15487,2,4
small,iron,13.66903411641486,58,25,13287,3,1
big,iron,6.8397333631933135,11,30,7566,2,4
small,iron,19.63331929236668,15,14,10680,1,3
big,iron,13.444743815501223,12,11,6318,4,3
big,iron,14.290350404618202,41,14,7793,5,1
small,gold,6.881819767234226,41,18,12546,0,4
small,iron,15.358215652141961,43,15,14640,3,2
small,gold,11.396826082111556,56,26,11471,7,1
big,gold,11.347421942494295,1,13,4264,4,5
small,gold,12.099264344865563,14,25,10762,1,4
big,gold,13.03894822988685,23,6,1643,0,5
small,gold,17.052309968545124,12,29,5793,5,1
small,gold,10.128944371262918,2,23,14030,7,3
big,iron,18.21100344965337,14,22,138,1,2
big,gold,6.6621218522220165,8,17,18147,2,5
big,iron,12.958406293920051,57,4,14928,3,3
big,iron,15.171157306732526,4,14,17444,2,5
big,gold,19.55580099520043,13,19,7298,2,4
small,iron,10.972634241877882,15,18,7540,4,3
big,iron,15.177124888316992,43,10,214,5,1
small,iron,16.794751023549136,42,16,18770,4,2
small,gold,17.488590147647017,52,21,5232,0,2
small,iron,18.754448139587296,9,10,1616,2,1
small,iron,10.188221725402917,51,27,2452,0,1
small,gold,17.637022930260045,24,8,1302,5,1
small,gold,19.353708769115492,50,6,974,3,2
big,iron,12.040565198885036,34,25,10888,2,4
small,gold,15.368541597642205,29,19,6255,5,1
big,gold,9.84482133596293,12,23,13838,3,5
big,gold,8.844640313727265,2,20,2602,0,5
big,gold,9.169478251753072,15,9,5483,0,5
small,gold,5.7713238438182355,13,9,10675,4,5
big,iron,13.676300202545487,33,7,11737,1,4
small,iron,17.926689960513794,43,12,19734,3,1
small,gold,9.306608934888645,42,18,1128,5,2
big,gold,5.475878077474144,50,18,8712,1,3
small,gold,9.24692796268652,29,21,17978,0,5
small,gold,16.58029590565843,14,14,13699,0,4
big,gold,11.714329717816574,22,19,11188,5,4
small,iron,16.506786877551548,20,6,19391,3,5
small,iron,8.255339610519407,51,11,18887,1,2
small,iron,14.629250945590556,39,25,11070,0,5
small,iron,15.96507757567304,50,23,11630,4,1
small,iron,17.137960913696073,17,25,19034,0,2
big,gold,15.2609230826616,16,9,16954,1,4
small,gold,18.661761445946176,51,20,10769,6,3
big,gold,6.890246744114058,43,17,19002,3,5
small,gold,13.25976302065934,2,19,1379,6,2
small,iron,11.746918886533976,38,9,9399,5,2
small,gold,19.989241216659057,1,9,16086,1,5
big,gold,13.240260777708382,4,13,6598,6,3
big,iron,15.278862308221605,5,14,17164,1,5
small,iron,18.78546366918021,3,17,6455,3,2
small,gold,7.137372068920867,28,24,15434,0,5
big,gold,10.089320674690272,0,19,7399,4,5
big,iron,9.849733032954761,33,28,15301,4,3
big,iron,6.753768364970631,8,6,5288,7,4
big,gold,13.40000516794739,15,24,6797,0,4
big,gold,9.59831352335392,7,13,18822,0,5
small,iron,7.477498836213755,15,23,15547,4,4
small,iron,5.328386021396302,6,18,10553,3,5
big,gold,5.375820947904793,32,5,2095,0,5
big,gold,10.861434864445998,24,25,12116,3,5
big,gold,14.164002740028806,55,12,8172,5,1
small,gold,8.188473386037861,44,10,1375,4,3
big,iron,18.651921982942874,24,10,4973,1,3
small,iron,8.152778813786085,27,25,17649,1,5
small,iron,9.056307070115402,1,21,14470,4,4
big,iron,9.562467021737088,33,30,1606,2,3
big,gold,7.366271126042111,33,7,15140,4,5
small,gold,19.986365474595633,20,21,10308,5,2
small,gold,15.754395918310006,18,9,16909,2,3
big,gold,9.505874661158769,40,23,17315,3,5
small,iron,19.59773754212221,38,8,13889,2,2
small,gold,14.521464696209119,20,25,2096,3,3
small,iron,16.54018557737908,46,15,3758,0,2
big,iron,10.15552356475868,18,27,16626,5,2
small,gold,8.250932571288102,26,14,5602,3,5
big,iron,11.747083561646361,57,6,14306,1,3
big,iron,11.250721835971596,42,9,10617,3,3
small,iron,19.768208226673483,26,12,10810,2,4
big,iron,7.176792401830957,35,9,13060,9,1
big,gold,7.027578930774593,27,17,6689,4,4
small,iron,14.317759134474464,10,25,9430,2,3
big,iron,13.428743806486715,4,13,14486,4,4
big,gold,13.193418673765693,50,6,15441,0,5
big,iron,11.180459083490765,56,9,18817,10,1
big,gold,10.416827731419508,54,16,3757,3,2
big,gold,6.306966642284484,22,28,3271,3,5
small,iron,16.887182931958524,25,19,17588,7,2
small,gold,11.69712655941668,41,24,120,3,1
small,gold,18.459207173901646,21,10,16137,4,4
big,gold,12.434018104578657,40,10,87,2,3
big,iron,18.55305520134347,29,6,9635,4,4
small,gold,18.860121254381287,54,10,19765,0,3
small,gold,13.388115584740437,52,29,11645,0,1
small,gold,16.961738797353856,53,21,11145,5,1
big,gold,6.558885734227319,49,18,12662,4,4
small,iron,6.758394186044202,9,16,10135,0,5
small,gold,15.504394787650615,47,6,527,1,2
small,gold,5.762911077770006,6,12,3802,6,5
small,gold,15.671530209436856,43,9,13293,0,4
big,gold,8.459824873997883,54,26,6115,2,2
small,iron,8.52148797283576,51,11,7426,3,1
small,iron,10.40354614530775,16,29,12162,0,4
big,gold,18.866701519879197,43,10,910,1,4
big,iron,15.659494665815659,51,13,2974,1,1
small,gold,16.27251308186078,2,6,12065,0,5
small,iron,16.745837991126965,24,21,10007,3,3
big,gold,17.474300018683287,10,8,13174,1,4
small,iron,7.55502951207084,21,13,330,0,4
big,gold,19.127737550974064,54,30,12677,0,2
big,iron,10.955133238433765,10,29,14867,5,2
big,iron,13.425846035517853,41,6,19667,0,3
big,iron,17.15399129843105,59,14,4005,10,1
big,gold,17.788730119062983,50,19,15929,0,3
small,gold,12.591596019806586,3,9,19577,0,5
big,gold,13.170749233070472,57,6,6649,3,3
big,iron,11.143982130485893,31,14,19241,5,3
big,iron,5.742830410765275,60,17,11134,0,3
big,gold,14.714121020249962,43,12,1850,1,3
small,iron,15.158114194239145,45,26,14786,4,1
small,gold,12.094869424974998,25,17,9554,0,4
big,iron,5.721638431558815,9,14,1501,1,5
small,iron,13.487800652754881,18,6,5714,3,2
small,gold,6.5461520663093875,30,29,10187,4,2
big,gold,11.810445044181098,9,20,11027,4,5
big,iron,16.9764251891765,1,27,9302,4,3
small,gold,8.405349597990456,11,24,11440,7,3
small,iron,18.783299087806753,47,20,14365,0,1
small,gold,15.624211423850292,57,11,15161,1,2
big,gold,8.86226681449378,50,11,10046,10,1
small,gold,8.44639589760041,25,10,12809,4,4
